"No.","Time","Source","Destination","Protocol","Length","Info"
"2944","15.261977","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x77b2 A hurTYxbn.reddshrimpandherring.com"
"2946","15.286613","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x9553 A hurTYxbn.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2950","15.308397","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xee84 A hurTYxbn.reddshrimpandherring.com.windomain.local"
"2952","15.318998","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x42d2 A M2yc0p/K.reddshrimpandherring.com"
"2954","15.333539","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x6837 A M2yc0p/K.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2956","15.345151","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xef0a A M2yc0p/K.reddshrimpandherring.com.windomain.local"
"2964","15.355837","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x99d4 A k9hfHtFr.reddshrimpandherring.com"
"2966","15.367737","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x44f0 A k9hfHtFr.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2969","15.379955","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x2ba7 A k9hfHtFr.reddshrimpandherring.com.windomain.local"
"2971","15.393243","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x960f A 3gEtiL6U.reddshrimpandherring.com"
"2974","15.437892","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x3268 A 3gEtiL6U.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2976","15.449483","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x0e80 A 3gEtiL6U.reddshrimpandherring.com.windomain.local"
"2980","15.460648","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x10a7 A J+3dTlY7.reddshrimpandherring.com"
"2982","15.482424","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xaffe A J+3dTlY7.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2984","15.496065","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xcd9d A J+3dTlY7.reddshrimpandherring.com.windomain.local"
"2986","15.508446","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xcf9b A WBYd1saM.reddshrimpandherring.com"
"2995","15.531223","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x0633 A WBYd1saM.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2997","15.542672","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x4fa1 A WBYd1saM.reddshrimpandherring.com.windomain.local"
"2999","15.555311","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x4e64 A UykMEuPb.reddshrimpandherring.com"
"3002","15.567046","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xbda5 A UykMEuPb.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3004","15.580408","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x6c98 A UykMEuPb.reddshrimpandherring.com.windomain.local"
"3006","15.590810","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x04af A usspm1e3.reddshrimpandherring.com"
"3010","15.634687","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x380d A usspm1e3.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3012","15.646200","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x4a86 A usspm1e3.reddshrimpandherring.com.windomain.local"
"3014","15.656615","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xb620 A n6LAUOHr.reddshrimpandherring.com"
"3016","15.668972","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xec41 A n6LAUOHr.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3024","15.681111","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xa04b A n6LAUOHr.reddshrimpandherring.com.windomain.local"
"3027","15.695890","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x880a A a7fKrq7b.reddshrimpandherring.com"
"3032","15.739543","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xf520 A a7fKrq7b.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3034","15.751180","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x33b3 A a7fKrq7b.reddshrimpandherring.com.windomain.local"
"3036","15.763745","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x9b5d A NLWqvffb.reddshrimpandherring.com"
"3044","15.776706","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xdc55 A NLWqvffb.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3047","15.788680","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xccc1 A NLWqvffb.reddshrimpandherring.com.windomain.local"
"3049","15.802099","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x6846 A jA7cwYZS.reddshrimpandherring.com"
"3051","15.816884","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x8a7f A jA7cwYZS.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3054","15.836595","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x41f1 A jA7cwYZS.reddshrimpandherring.com.windomain.local"
"3056","15.847105","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x9b09 A YQoNqdqR.reddshrimpandherring.com"
"3058","15.858910","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x2bcc A YQoNqdqR.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3060","15.872381","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x693e A YQoNqdqR.reddshrimpandherring.com.windomain.local"
"3062","15.882859","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x2219 A bEJJWqvq.reddshrimpandherring.com"
"3064","15.927570","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xcd61 A bEJJWqvq.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3066","15.939152","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x1b93 A bEJJWqvq.reddshrimpandherring.com.windomain.local"
"3068","15.950588","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x735a A rIrbCl8t.reddshrimpandherring.com"
"3072","15.997288","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x0d36 A rIrbCl8t.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3081","16.009764","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x1551 A rIrbCl8t.reddshrimpandherring.com.windomain.local"
"3083","16.024396","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x85cb A 2VPCMWzB.reddshrimpandherring.com"
"3085","16.046793","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xe42f A 2VPCMWzB.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3088","16.058230","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xf61f A 2VPCMWzB.reddshrimpandherring.com.windomain.local"
"3090","16.068900","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xb95c A vH/vJiy2.reddshrimpandherring.com"
"3092","16.081166","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xa923 A vH/vJiy2.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3094","16.092662","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xb9a3 A vH/vJiy2.reddshrimpandherring.com.windomain.local"
"3096","16.103384","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xd0cb A e8bxxZ92.reddshrimpandherring.com"
"3100","16.126172","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x3018 A e8bxxZ92.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3102","16.137434","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x7e01 A e8bxxZ92.reddshrimpandherring.com.windomain.local"
"3104","16.149906","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x05a3 A Sk7RnT+D.reddshrimpandherring.com"
"3113","16.220198","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x97d4 A Sk7RnT+D.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3116","16.231680","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xc88c A Sk7RnT+D.reddshrimpandherring.com.windomain.local"
"3118","16.242084","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xfeb0 A CeBXXXFy.reddshrimpandherring.com"
"3122","16.287935","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xf1d3 A CeBXXXFy.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3124","16.299555","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x31a7 A CeBXXXFy.reddshrimpandherring.com.windomain.local"
"3126","16.309899","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x3263 A 2Gu7zRXL.reddshrimpandherring.com"
"3135","16.382829","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x6535 A 2Gu7zRXL.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3138","16.394329","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x0339 A 2Gu7zRXL.reddshrimpandherring.com.windomain.local"
"3140","16.404809","192.168.38.104","18.217.1.57","DNS","93","Standard query 0x99dd A ZnR3X2Rl.reddshrimpandherring.com"
"3144","16.456229","192.168.38.104","18.217.1.57","DNS","131","Standard query 0x028b A ZnR3X2Rl.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3153","16.506492","192.168.38.104","18.217.1.57","DNS","109","Standard query 0x2ee1 A ZnR3X2Rl.reddshrimpandherring.com.windomain.local"
"3156","16.558132","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x9d9d A vQ6gMW/g.reddshrimpandherring.com"
"3160","16.601432","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xeecc A vQ6gMW/g.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3162","16.614241","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xaec7 A vQ6gMW/g.reddshrimpandherring.com.windomain.local"
"3167","16.624933","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xb4d5 A q18YMnNi.reddshrimpandherring.com"
"3172","16.646235","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x5608 A q18YMnNi.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3175","16.659599","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xac87 A q18YMnNi.reddshrimpandherring.com.windomain.local"
"3177","16.670061","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x65f4 A N9teS0Ov.reddshrimpandherring.com"
"3179","16.682723","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x6b5c A N9teS0Ov.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3181","16.693822","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x5cf0 A N9teS0Ov.reddshrimpandherring.com.windomain.local"
"3184","16.704227","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x629a A FbzJBzzB.reddshrimpandherring.com"
"3195","16.780086","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xc9c6 A FbzJBzzB.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3197","16.791286","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x57d2 A FbzJBzzB.reddshrimpandherring.com.windomain.local"
"3199","16.801740","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x3bad A SmDzvZ71.reddshrimpandherring.com"
"3202","16.813955","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xa9ef A SmDzvZ71.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3204","16.825093","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x13fa A SmDzvZ71.reddshrimpandherring.com.windomain.local"
"3206","16.837633","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x48e0 A PFD94NTp.reddshrimpandherring.com"
"3210","16.906736","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xcce6 A PFD94NTp.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3214","16.917788","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x05d2 A PFD94NTp.reddshrimpandherring.com.windomain.local"
"3221","16.928391","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x82b6 A /ye5yTrK.reddshrimpandherring.com"
"3223","16.971436","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x0054 A /ye5yTrK.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3226","16.985816","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xb476 A /ye5yTrK.reddshrimpandherring.com.windomain.local"
"3228","16.996463","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x53ad A EwV0JaDu.reddshrimpandherring.com"
"3230","17.008822","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xabd9 A EwV0JaDu.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3232","17.020618","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xce07 A EwV0JaDu.reddshrimpandherring.com.windomain.local"
"3236","17.032503","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x032f A N5SEeqoS.reddshrimpandherring.com"
"3245","17.104314","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x6779 A N5SEeqoS.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3247","17.115851","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x2c30 A N5SEeqoS.reddshrimpandherring.com.windomain.local"
"3249","17.126370","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xb240 A aKMnpRkB.reddshrimpandherring.com"
"3252","17.138513","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x9f69 A aKMnpRkB.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3254","17.149715","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xfbce A aKMnpRkB.reddshrimpandherring.com.windomain.local"
"3256","17.160497","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xec44 A ttR69hjV.reddshrimpandherring.com"
"3260","17.202396","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xd122 A ttR69hjV.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3262","17.213761","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x9e10 A ttR69hjV.reddshrimpandherring.com.windomain.local"
"3270","17.224390","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x87aa A fvMGQY0s.reddshrimpandherring.com"
"3273","17.268851","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x7b29 A fvMGQY0s.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3276","17.280037","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x707f A fvMGQY0s.reddshrimpandherring.com.windomain.local"
"3278","17.290524","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x8fd9 A tTTnvTin.reddshrimpandherring.com"
"3280","17.306546","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xc7b2 A tTTnvTin.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3284","17.318070","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xf9b0 A tTTnvTin.reddshrimpandherring.com.windomain.local"
"3286","17.330617","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x1835 A SO4JxvAC.reddshrimpandherring.com"
"3295","17.375375","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x7f84 A SO4JxvAC.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3297","17.387284","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x2d08 A SO4JxvAC.reddshrimpandherring.com.windomain.local"
"3299","17.399906","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xcb3e A rAlDx9m7.reddshrimpandherring.com"
"3302","17.414589","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x16bd A rAlDx9m7.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3304","17.425828","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x58a2 A rAlDx9m7.reddshrimpandherring.com.windomain.local"
"3306","17.436457","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xc7ee A fMHx7/PX.reddshrimpandherring.com"
"3308","17.448699","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x0472 A fMHx7/PX.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3310","17.468424","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x4cf4 A fMHx7/PX.reddshrimpandherring.com.windomain.local"
"3312","17.480908","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xeeed A yF3zkFuG.reddshrimpandherring.com"
"3315","17.503356","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xe845 A yF3zkFuG.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3317","17.522964","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xfd6b A yF3zkFuG.reddshrimpandherring.com.windomain.local"
"3322","17.535917","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x2462 A UFq4pqcs.reddshrimpandherring.com"
"3327","17.583112","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x9f81 A UFq4pqcs.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3332","17.594446","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xcdcf A UFq4pqcs.reddshrimpandherring.com.windomain.local"
"3334","17.606039","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xd790 A qmHFH7Ox.reddshrimpandherring.com"
"3340","17.676909","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x4cdf A qmHFH7Ox.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3348","17.698971","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x7370 A qmHFH7Ox.reddshrimpandherring.com.windomain.local"
"3350","17.712641","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xb0cd A aHARNwGW.reddshrimpandherring.com"
"3353","17.737311","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x78ea A aHARNwGW.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3355","17.748942","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x5f71 A aHARNwGW.reddshrimpandherring.com.windomain.local"
"3357","17.759746","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x861e A a817nStX.reddshrimpandherring.com"
"3362","17.803840","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x9204 A a817nStX.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3364","17.815446","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xef22 A a817nStX.reddshrimpandherring.com.windomain.local"
"3366","17.826441","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x2969 A g9olPnyg.reddshrimpandherring.com"
"3375","17.869811","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xbc7c A g9olPnyg.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3377","17.891677","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x5fd2 A g9olPnyg.reddshrimpandherring.com.windomain.local"
"3379","17.904090","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xbaa4 A PeOZIsZ8.reddshrimpandherring.com"
"3382","17.916438","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x4fe8 A PeOZIsZ8.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3385","17.928233","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x41d4 A PeOZIsZ8.reddshrimpandherring.com.windomain.local"
"3387","17.938666","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x17d3 A pDt02i0L.reddshrimpandherring.com"
"3392","17.980558","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xd575 A pDt02i0L.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3395","17.992187","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xa738 A pDt02i0L.reddshrimpandherring.com.windomain.local"
"3400","18.002876","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x3728 A JnZqfeEB.reddshrimpandherring.com"
"3403","18.045309","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x256b A JnZqfeEB.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3405","18.057133","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x6f23 A JnZqfeEB.reddshrimpandherring.com.windomain.local"
"3407","18.067612","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x8ef5 A LC5AR00m.reddshrimpandherring.com"
"3412","18.147344","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xbd20 A LC5AR00m.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3416","18.160854","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xe504 A LC5AR00m.reddshrimpandherring.com.windomain.local"
"3422","18.171277","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xa0ce A 5ga9YWjo.reddshrimpandherring.com"
"3425","18.217506","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xb64c A 5ga9YWjo.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3427","18.229171","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xa294 A 5ga9YWjo.reddshrimpandherring.com.windomain.local"
"3429","18.239530","192.168.38.104","18.217.1.57","DNS","93","Standard query 0x16f6 A YWRiZWVm.reddshrimpandherring.com"
"3434","18.289828","192.168.38.104","18.217.1.57","DNS","131","Standard query 0xe7cb A YWRiZWVm.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3442","18.340155","192.168.38.104","18.217.1.57","DNS","109","Standard query 0x2a4b A YWRiZWVm.reddshrimpandherring.com.windomain.local"
"3446","18.392915","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x0c77 A T1Fqpwju.reddshrimpandherring.com"
"3449","18.435791","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x3b9d A T1Fqpwju.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3452","18.447294","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x60d8 A T1Fqpwju.reddshrimpandherring.com.windomain.local"
"3454","18.457751","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xa945 A qpvqibHM.reddshrimpandherring.com"
"3456","18.470511","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xafff A qpvqibHM.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3460","18.481827","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x6b1e A qpvqibHM.reddshrimpandherring.com.windomain.local"
"3462","18.492230","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x1d17 A jm+OqSx7.reddshrimpandherring.com"
"3469","18.515950","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xcebd A jm+OqSx7.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3471","18.527259","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xd662 A jm+OqSx7.reddshrimpandherring.com.windomain.local"
"3473","18.537539","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x8a91 A V0XjJNSR.reddshrimpandherring.com"
"3478","18.581756","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xa89f A V0XjJNSR.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3480","18.592921","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x3cba A V0XjJNSR.reddshrimpandherring.com.windomain.local"
"3482","18.603353","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x68cf A hRnW+JSQ.reddshrimpandherring.com"
"3487","18.615333","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xc518 A hRnW+JSQ.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3492","18.626919","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xd991 A hRnW+JSQ.reddshrimpandherring.com.windomain.local"
"3495","18.643437","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xc43b A 5gvgR+3U.reddshrimpandherring.com"
"3497","18.656688","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xc677 A 5gvgR+3U.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3505","18.676200","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x333c A 5gvgR+3U.reddshrimpandherring.com.windomain.local"
"3508","18.686697","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xf2ca A vdGM6BgJ.reddshrimpandherring.com"
"3543","18.763438","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xcf46 A vdGM6BgJ.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3555","18.775351","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x1bc7 A vdGM6BgJ.reddshrimpandherring.com.windomain.local"
"3557","18.786074","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xce83 A 8SHMsy3c.reddshrimpandherring.com"
"3565","18.864257","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x58ee A 8SHMsy3c.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3569","18.875717","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xce9a A 8SHMsy3c.reddshrimpandherring.com.windomain.local"
"3571","18.888158","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xdedc A LKMt6CLM.reddshrimpandherring.com"
"3573","18.901966","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xd87f A LKMt6CLM.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3575","18.913558","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xc288 A LKMt6CLM.reddshrimpandherring.com.windomain.local"
"3577","18.924014","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xec07 A EYysecBH.reddshrimpandherring.com"
"3586","18.936375","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x2caf A EYysecBH.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3588","18.948154","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x896c A EYysecBH.reddshrimpandherring.com.windomain.local"
"3590","18.958743","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xbff0 A tpesAYtj.reddshrimpandherring.com"
"3592","18.973441","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xdf50 A tpesAYtj.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3595","18.985064","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x4495 A tpesAYtj.reddshrimpandherring.com.windomain.local"
"3597","18.995593","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xa10b A Q1L7fBbd.reddshrimpandherring.com"
"3599","19.017789","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x82c0 A Q1L7fBbd.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3601","19.029168","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xbf0c A Q1L7fBbd.reddshrimpandherring.com.windomain.local"
"3603","19.042984","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x9b71 A ODQ0m9DK.reddshrimpandherring.com"
"3607","19.067752","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x8e6a A ODQ0m9DK.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"3609","19.079903","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x9bad A ODQ0m9DK.reddshrimpandherring.com.windomain.local"
